,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
2341,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
2342,Heart attack,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2343,Heart attack,11,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2344,Heart attack,11,27,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2345,Heart attack,11,27,28,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2346,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
2347,Heart attack,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2348,Heart attack,11,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2349,Heart attack,11,27,56,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2350,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
2351,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
2352,Varicose veins,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
2353,Varicose veins,14,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
2354,Varicose veins,14,65,67,68,69,118,140,140,140,140,140,140,140,140,140,140,140
2355,Varicose veins,14,65,66,68,69,118,140,140,140,140,140,140,140,140,140,140,140
2356,Varicose veins,14,65,66,67,69,118,140,140,140,140,140,140,140,140,140,140,140
2357,Varicose veins,14,65,66,67,68,118,140,140,140,140,140,140,140,140,140,140,140
2358,Varicose veins,14,65,66,67,68,69,140,140,140,140,140,140,140,140,140,140,140
2359,Varicose veins,14,65,66,67,68,118,140,140,140,140,140,140,140,140,140,140,140
2360,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
2361,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
2362,Hypothyroidism,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
2363,Hypothyroidism,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
2364,Hypothyroidism,14,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
2365,Hypothyroidism,14,15,18,21,64,70,71,72,73,95,96,101,140,140,140,140,140
2366,Hypothyroidism,14,15,17,21,64,70,71,72,73,95,96,101,140,140,140,140,140
2367,Hypothyroidism,14,15,17,18,64,70,71,72,73,95,96,101,140,140,140,140,140
2368,Hypothyroidism,14,15,17,18,21,70,71,72,73,95,96,101,140,140,140,140,140
2369,Hypothyroidism,14,15,17,18,21,64,71,72,73,95,96,101,140,140,140,140,140
2370,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
2371,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
2372,Hyperthyroidism,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
2373,Hyperthyroidism,14,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
2374,Hyperthyroidism,14,18,20,28,40,58,74,80,96,101,140,140,140,140,140,140,140
2375,Hyperthyroidism,14,18,19,28,40,58,74,80,96,101,140,140,140,140,140,140,140
2376,Hyperthyroidism,14,18,19,20,40,58,74,80,96,101,140,140,140,140,140,140,140
2377,Hyperthyroidism,14,18,19,20,28,58,74,80,96,101,140,140,140,140,140,140,140
2378,Hyperthyroidism,14,18,19,20,28,40,74,80,96,101,140,140,140,140,140,140,140
2379,Hyperthyroidism,14,18,19,20,28,40,58,80,96,101,140,140,140,140,140,140,140
2380,Hypoglycemia,11,14,16,28,31,34,49,74,77,96,119,140,140,140,140,140,140
2381,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
2382,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
2383,Hypoglycemia,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
2384,Hypoglycemia,11,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
2385,Hypoglycemia,11,14,28,31,34,49,74,76,77,96,119,140,140,140,140,140,140
2386,Hypoglycemia,11,14,16,31,34,49,74,76,77,96,119,140,140,140,140,140,140
2387,Hypoglycemia,11,14,16,28,34,49,74,76,77,96,119,140,140,140,140,140,140
2388,Hypoglycemia,11,14,16,28,31,49,74,76,77,96,119,140,140,140,140,140,140
2389,Hypoglycemia,11,14,16,28,31,34,74,76,77,96,119,140,140,140,140,140,140
2390,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2391,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2392,Osteoarthristis,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
2393,Osteoarthristis,6,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
2394,Osteoarthristis,6,63,79,82,120,140,140,140,140,140,140,140,140,140,140,140,140
2395,Osteoarthristis,6,63,78,82,120,140,140,140,140,140,140,140,140,140,140,140,140
2396,Osteoarthristis,6,63,78,79,120,140,140,140,140,140,140,140,140,140,140,140,140
2397,Osteoarthristis,6,63,78,79,82,140,140,140,140,140,140,140,140,140,140,140,140
2398,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2399,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2400,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2401,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2402,Arthritis,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
2403,Arthritis,80,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
2404,Arthritis,80,81,83,120,140,140,140,140,140,140,140,140,140,140,140,140,140
2405,Arthritis,80,81,82,120,140,140,140,140,140,140,140,140,140,140,140,140,140
2406,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2407,Arthritis,80,81,82,83,140,140,140,140,140,140,140,140,140,140,140,140,140
2408,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2409,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2410,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
2411,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
2412,(vertigo) Paroymsal  Positional Vertigo,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
2413,(vertigo) Paroymsal  Positional Vertigo,11,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
2414,(vertigo) Paroymsal  Positional Vertigo,11,31,84,85,86,140,140,140,140,140,140,140,140,140,140,140,140
2415,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
2416,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,86,140,140,140,140,140,140,140,140,140,140,140,140
2417,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,140,140,140,140,140,140,140,140,140,140,140,140
2418,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
2419,(vertigo) Paroymsal  Positional Vertigo,11,31,34,85,86,140,140,140,140,140,140,140,140,140,140,140,140
2420,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
2421,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
2422,Acne,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2423,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2424,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2425,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2426,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
2427,Acne,1,121,122,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2428,Acne,1,121,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2429,Acne,1,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2430,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
2431,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
2432,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2433,Urinary tract infection,12,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2434,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2435,Urinary tract infection,12,89,90,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2436,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
2437,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2438,Urinary tract infection,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2439,Urinary tract infection,12,89,91,140,140,140,140,140,140,140,140,140,140,140,140,140,140
2440,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2441,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2442,Psoriasis,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
2443,Psoriasis,1,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
2444,Psoriasis,1,6,125,126,127,140,140,140,140,140,140,140,140,140,140,140,140
2445,Psoriasis,1,6,124,126,127,140,140,140,140,140,140,140,140,140,140,140,140
2446,Psoriasis,1,6,124,125,127,140,140,140,140,140,140,140,140,140,140,140,140
2447,Psoriasis,1,6,124,125,126,140,140,140,140,140,140,140,140,140,140,140,140
2448,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2449,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2450,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
2451,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
2452,Impetigo,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
2453,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
2454,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
2455,Impetigo,1,25,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
2456,Impetigo,1,25,128,130,140,140,140,140,140,140,140,140,140,140,140,140,140
2457,Impetigo,1,25,128,129,140,140,140,140,140,140,140,140,140,140,140,140,140
2458,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
2459,Impetigo,1,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140,140
2460,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
2461,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
2462,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
2463,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
2464,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
2465,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
2466,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
2467,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
2468,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
2469,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
2470,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
2471,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
2472,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
2473,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
2474,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
2475,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
2476,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
2477,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
2478,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
2479,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
2480,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
2481,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
2482,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
2483,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
2484,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
2485,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
2486,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
2487,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
2488,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
2489,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
2490,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
2491,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
2492,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
2493,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
2494,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2495,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2496,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
2497,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
2498,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
2499,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2500,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
2501,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
2502,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
2503,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
2504,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
2505,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
2506,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
2507,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
2508,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
2509,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
2510,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
2511,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
2512,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
2513,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
2514,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
2515,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
2516,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
2517,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
2518,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
2519,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
2520,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
2521,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
2522,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
2523,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
2524,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
2525,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
2526,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
2527,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
2528,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
2529,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
2530,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
2531,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
2532,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
2533,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
2534,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
2535,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2536,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2537,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
2538,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
2539,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
2540,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2541,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
2542,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
2543,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
2544,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
2545,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
2546,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
2547,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
2548,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
2549,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
2550,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
2551,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
2552,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
2553,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
2554,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
2555,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
2556,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
2557,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
2558,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
2559,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
2560,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
2561,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
2562,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
2563,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
2564,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
2565,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
2566,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
2567,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
2568,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
2569,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
2570,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
2571,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
2572,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
2573,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
2574,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
2575,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
2576,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2577,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2578,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
2579,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
2580,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
2581,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2582,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
2583,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
2584,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
2585,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
2586,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
2587,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
2588,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
2589,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
2590,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
2591,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
2592,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
2593,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
2594,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
2595,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
2596,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
2597,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
2598,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
2599,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
2600,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
2601,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
2602,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
2603,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
2604,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
2605,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
2606,Hepatitis E,6,11,14,25,32,33,34,35,39,43,44,113,114,140,140,140,140
2607,Alcoholic hepatitis,11,32,39,46,115,116,45,140,140,140,140,140,140,140,140,140,140
2608,Tuberculosis,5,11,14,19,24,25,27,28,35,41,43,47,48,50,56,117,140
2609,Common Cold,3,5,14,24,25,31,47,48,50,51,52,53,54,55,56,88,97
2610,Pneumonia,5,14,24,25,27,28,48,50,56,58,108,140,140,140,140,140,140
2611,Dimorphic hemmorhoids(piles),38,59,60,61,62,140,140,140,140,140,140,140,140,140,140,140,140
2612,Heart attack,11,27,28,56,140,140,140,140,140,140,140,140,140,140,140,140,140
2613,Varicose veins,14,65,66,67,68,69,118,140,140,140,140,140,140,140,140,140,140
2614,Hypothyroidism,14,15,17,18,21,64,70,71,72,73,95,96,101,140,140,140,140
2615,Hyperthyroidism,14,18,19,20,28,40,58,74,80,96,101,140,140,140,140,140,140
2616,Hypoglycemia,11,14,16,28,31,34,49,74,76,77,96,119,140,140,140,140,140
2617,Osteoarthristis,6,63,78,79,82,120,140,140,140,140,140,140,140,140,140,140,140
2618,Arthritis,80,81,82,83,120,140,140,140,140,140,140,140,140,140,140,140,140
2619,(vertigo) Paroymsal  Positional Vertigo,11,31,34,84,85,86,140,140,140,140,140,140,140,140,140,140,140
2620,Acne,1,121,122,123,140,140,140,140,140,140,140,140,140,140,140,140,140
2621,Urinary tract infection,12,89,90,91,140,140,140,140,140,140,140,140,140,140,140,140,140
2622,Psoriasis,1,6,124,125,126,127,140,140,140,140,140,140,140,140,140,140,140
2623,Impetigo,1,25,128,129,130,140,140,140,140,140,140,140,140,140,140,140,140
2624,Fungal infection,0,1,2,102,140,140,140,140,140,140,140,140,140,140,140,140,140
2625,Allergy,3,4,5,103,140,140,140,140,140,140,140,140,140,140,140,140,140
2626,GERD,7,8,9,11,24,56,140,140,140,140,140,140,140,140,140,140,140
2627,Chronic cholestasis,0,11,32,34,35,39,43,140,140,140,140,140,140,140,140,140,140
2628,Drug Reaction,0,1,7,12,13,140,140,140,140,140,140,140,140,140,140,140,140
2629,Peptic ulcer diseae,11,30,35,39,92,93,140,140,140,140,140,140,140,140,140,140,140
2630,AIDS,10,22,25,75,140,140,140,140,140,140,140,140,140,140,140,140,140
2631,Diabetes ,14,19,20,21,23,49,67,74,104,105,140,140,140,140,140,140,140
2632,Gastroenteritis,11,26,29,40,140,140,140,140,140,140,140,140,140,140,140,140,140
2633,Bronchial Asthma,14,24,25,27,106,107,140,140,140,140,140,140,140,140,140,140,140
2634,Hypertension ,31,56,64,85,109,140,140,140,140,140,140,140,140,140,140,140,140
2635,Migraine,8,30,31,49,74,81,95,96,110,140,140,140,140,140,140,140,140
2636,Cervical spondylosis,37,57,63,64,85,140,140,140,140,140,140,140,140,140,140,140,140
2637,Paralysis (brain hemorrhage),11,31,87,98,140,140,140,140,140,140,140,140,140,140,140,140,140
2638,Jaundice,0,11,14,19,25,32,33,39,140,140,140,140,140,140,140,140,140
2639,Malaria,5,11,25,28,31,34,40,97,140,140,140,140,140,140,140,140,140
2640,Chicken pox,0,1,14,21,25,31,35,41,47,48,99,140,140,140,140,140,140
2641,Dengue,1,5,6,11,14,25,31,34,35,36,37,48,97,99,140,140,140
2642,Typhoid,5,11,14,25,31,34,38,39,40,94,100,140,140,140,140,140,140
2643,hepatitis A,6,11,32,33,34,35,39,40,41,43,97,140,140,140,140,140,140
2644,Hepatitis B,0,14,21,32,33,35,39,42,43,48,111,112,140,140,140,140,140
2645,Hepatitis C,14,32,34,35,43,106,140,140,140,140,140,140,140,140,140,140,140
2646,Hepatitis D,6,11,14,32,33,34,35,39,43,140,140,140,140,140,140,140,140
